"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","backers","country","usd_pledged_real","usd_goal_real","usd_pledged","status","euros_pledged","euros_goal","proyect_length"
"55743",1283722789,"The Starving Artists Project","Painting","Art","USD",2010-12-03,2500,2010-11-03,2507,57,"US",2507,2500,2507,"1",2038.211,2032.52,30
"124899",1633972721,"Geek Chic Screen Printing","Apparel","Fashion","USD",2015-07-08,2000,2015-06-08,10,1,"US",10,2000,10,"0",8.130081,1626.02,30
"249144",337200125,"The LoveArt Brand: Design Yourself.","Fashion","Fashion","USD",2013-02-16,2000,2013-01-19,2897,35,"US",2897,2000,2897,"1",2355.285,1626.02,28
"368376",946723342,"Video Game Post Website","Web","Journalism","USD",2016-04-18,5000,2016-02-18,103,4,"US",103,5000,103,"0",83.73984,4065.04,60
"362867",918879136,"My Hobby, Your Hobby","Web","Technology","USD",2017-02-26,25000,2016-12-28,0,0,"US",0,25000,0,"0",0,20325.2,60
"266604",426316454,"Dream Rocket Project (Canceled)","Space Exploration","Technology","USD",2014-06-13,51000,2014-05-12,5876,70,"US",5876,51000,5876,"0",4777.236,41463.41,32
"168857",1858994768,"Don't Tirami-Sue Me: The E-talian Cookbook! (Canceled)","Food","Food","USD",2014-01-11,20000,2013-12-12,160,4,"US",160,20000,160,"0",130.0813,16260.16,30
"23172",1117631340,"Common Threads, Web Series","Webseries","Film & Video","USD",2013-10-07,3000,2013-09-06,300,9,"US",300,3000,300,"0",243.9024,2439.02,31
"129844",1659280225,"Skydiving Fundraiser","Art","Art","CAD",2015-04-04,500,2015-03-05,1835,16,"CA",1448.99,394.82,1448.99,"1",1178.041,406.5,30
"166960",18492677,"Neodygame 3D RPG tabletop terrain","Tabletop Games","Games","EUR",2016-03-12,29000,2016-02-11,3411.2,23,"ES",3847.51,32709.23,3847.51,"0",3128.057,23577.24,30
"223436",2138275305,"Another Step","Painting","Art","USD",2015-12-19,2000,2015-11-24,2444,21,"US",2444,2000,2444,"1",1986.992,1626.02,25
"61579",1313203667,"Operation Flamingo","Performance Art","Art","USD",2014-05-31,500,2014-05-21,541,20,"US",541,500,541,"1",439.8374,406.5,10
"49548",1252533871,"MUTUAL TRADE - Mobile location based application.","Apps","Technology","GBP",2015-11-11,85000,2015-10-12,0,0,"GB",0,129401.56,0,"0",0,69105.69,30
"126815",1643705447,"May Contain Spoilers","Shorts","Film & Video","USD",2014-10-22,300,2014-09-22,620,18,"US",620,300,620,"1",504.065,243.9,30
"303157",613866036,"Women in Cyber Security: Standard not Exception - The Book!","Technology","Technology","GBP",2016-04-29,6500,2016-03-30,10614,95,"GB",15511.87,9499.45,15511.87,"1",12611.28,5284.55,30
"325692",728850554,"Crew Atlas Gaming Video Production Upgrades","Webseries","Film & Video","USD",2017-11-05,1500,2017-10-06,0,0,"US",0,1500,0,"0",0,1219.51,30
"103740",1527370172,"BLUSH - Edinburgh Fringe 2016","Theater","Theater","GBP",2016-06-30,1000,2016-06-07,1010,37,"GB",1341.57,1328.29,1341.57,"1",1090.707,813.01,23
"187039",1952194876,"Gathering of Guardians: The Board Game","Tabletop Games","Games","USD",2015-06-22,10000,2015-05-15,2370,44,"US",2370,10000,2370,"0",1926.829,8130.08,38
"182536",1929240671,"Signature Ingredients","Food","Food","USD",2012-12-01,45000,2012-10-30,1206,6,"US",1206,45000,1206,"0",980.4878,36585.37,32
"2812",1014518705,"Eduin and the Golden Scepter of the Incas","Narrative Film","Film & Video","USD",2012-06-06,39000,2012-05-03,28026,104,"US",28026,39000,28026,"0",22785.37,31707.32,34
"354593",87643038,"Borbs: Cute Bird Enamel Pins","Art","Art","USD",2017-10-16,1000,2017-09-18,5439,159,"US",5439,1000,5439,"1",4421.951,813.01,28
"138525",1703475883,"Back From Hell - A Classic Adventure Game","Video Games","Games","GBP",2017-06-29,30000,2017-05-30,467,24,"GB",606.08,38934.24,606.08,"0",492.748,24390.24,30
"347369",839732756,"Can I LiVe Beale Street MusicFest!!! Memphis, TN, July 30th","Music","Music","USD",2016-06-19,5000,2016-05-15,44,1,"US",44,5000,44,"0",35.77236,4065.04,35
"116005",1589061191,"Mo Flex (Arm Unit) ""5-100 lbs of wgt torque""","Hardware","Technology","USD",2016-07-24,16000,2016-05-25,1,1,"US",1,16000,1,"0",0.8130081,13008.13,60
"183255",1932980129,"BEIRUT by Alan Bowne","Theater","Theater","USD",2012-04-12,4200,2012-02-12,4995,123,"US",4995,4200,4995,"1",4060.976,3414.63,60
"57784",1294047708,"Pillars of the Saints: Burning Man 2011 Art Installation","Public Art","Art","USD",2011-06-21,5000,2011-05-07,5157.33,60,"US",5157.33,5000,5157.33,"1",4192.951,4065.04,45
"267324",430001353,"Ghost Hunting Webshow","Film & Video","Film & Video","GBP",2014-02-23,2200,2014-01-14,0,0,"GB",0,3677.88,0,"0",0,1788.62,40
"354481",875889884,"Gay Folk Tees","Fashion","Fashion","USD",2013-09-29,10000,2013-08-30,240,8,"US",240,10000,240,"0",195.122,8130.08,30
"308935",643661092,"""Pretty Little Liar"": a ROCKING new album by Laura Baum","Indie Rock","Music","USD",2013-11-30,1500,2013-10-31,475,15,"US",475,1500,475,"0",386.1789,1219.51,30
"172287",1876163030,"Dress Rachel up. (Suspended)","People","Photography","USD",2015-04-17,10000,2015-03-18,30,1,"US",30,10000,30,"0",24.39024,8130.08,30
"119418",1606682306,"Breaking a Band. Creating a Nation. Let`s Rock This !!","Rock","Music","USD",2014-07-09,10000,2014-06-09,10360,77,"US",10360,10000,10360,"1",8422.764,8130.08,30
"360008",90404109,"Global Endemic Online - A True Zombie Survival MMORPG","Video Games","Games","USD",2012-09-02,6e+05,2012-08-03,2447,41,"US",2447,6e+05,2447,"0",1989.431,487804.9,30
"360151",904800959,"TAO  -  work out while playing games; work out anywhere!","Hardware","Technology","USD",2014-04-17,1e+05,2014-03-18,111307.22,229,"US",111307.22,1e+05,111307.22,"1",90493.67,81300.81,30
"33683",1170971034,"Save the Aging Feral Cat Colony","DIY","Crafts","USD",2016-05-02,767,2016-04-02,1402,60,"US",1402,767,1402,"1",1139.837,623.58,30
"51743",1263328728,"Following Jesus Without Leaving The Church: DVD Series","Film & Video","Film & Video","USD",2012-09-20,9000,2012-08-07,10004,112,"US",10004,9000,10004,"1",8133.333,7317.07,44
"260038",392523948,"Message on a leather bracelet","Accessories","Fashion","NZD",2014-10-24,5000,2014-09-24,918,19,"NZ",721.07,3927.42,721.07,"0",586.2358,4065.04,30
"200959",2023274823,"Copyright Your Tango Choreography!","Dance","Dance","USD",2015-11-13,6500,2015-10-14,0,0,"US",0,6500,0,"0",0,5284.55,30
"366129",935477916,"ONE OF US: The Making of Tod Browning’s “Freaks” Reimagined","Graphic Novels","Comics","USD",2015-03-26,12000,2015-02-23,4428,98,"US",4428,12000,4428,"0",3600,9756.1,31
"151887",1771646876,"Candy The Magic Dinosaur Universal Game","Video Games","Games","GBP",2013-03-02,10000,2013-01-01,41,12,"GB",61.62,15028.78,61.62,"0",50.09756,8130.08,60
"305351",624990291,"Deuandra - 1st album","Music","Music","USD",2011-12-22,5000,2011-11-10,0,0,"US",0,5000,0,"0",0,4065.04,42
"185016",194209977,"Love the Babies: Helping Pregnant Moms be Safer when Driving","Documentary","Film & Video","USD",2015-04-09,9997,2015-03-10,5488,70,"US",5488,9997,5488,"0",4461.789,8127.64,30
"3243",1016749365,"The Silent Playground of Magical Wishes!","Graphic Novels","Comics","USD",2015-02-06,10000,2015-01-06,325,13,"US",325,10000,325,"0",264.2276,8130.08,31
"339824",800920302,"Modern Polaxis - Augmented Reality Comic Book and App","Graphic Novels","Comics","AUD",2014-08-07,9000,2014-07-08,11942,139,"AU",11088.21,8356.55,11088.21,"1",9014.805,7317.07,30
"193307",1983683219,"Prayer Delivery Service","Apps","Technology","USD",2016-10-23,50000,2016-09-23,1,1,"US",1,50000,1,"0",0.8130081,40650.41,30
"267463",430788864,"Menus and Memories","Nonfiction","Publishing","USD",2014-06-30,10,2014-05-31,1,1,"US",1,10,1,"0",0.8130081,8.13,30
"159219",1809688050,"Leben mit Demenz |  Living with dementia","Documentary","Film & Video","EUR",2015-09-27,1000,2015-08-28,23,2,"DE",25.67,1116,25.67,"0",20.86992,813.01,30
"44972",1228292899,"Jesus Hit Official Music Video by Father Time from Vine","Music Videos","Film & Video","USD",2015-02-22,1000,2015-01-22,51,2,"US",51,1000,51,"0",41.46341,813.01,31
"89882",1456626910,"Hang Loose","Product Design","Design","USD",2015-08-30,5000,2015-07-24,5035,78,"US",5035,5000,5035,"1",4093.496,4065.04,37
"145998",1741761285,"List Manager (Canceled)","Apps","Technology","AUD",2015-04-11,8000,2015-03-12,0,0,"AU",0,6250,0,"0",0,6504.06,30
"38365",1194680324,"EGGY: Fun and Interactive Vinyl Collectibles","Product Design","Design","SGD",2017-09-15,10000,2017-07-17,14041,172,"SG",10452.62,7444.35,10452.62,"1",8498.065,8130.08,60
"334004",771376120,"Spilt Milk","Television","Film & Video","AUD",2015-07-16,30000,2015-06-16,0,0,"AU",0,22204.13,0,"0",0,24390.24,30
"120470",1611928435,"Cardamine S/S'16 Womenswear Collection By Olivia Weltz","Fashion","Fashion","GBP",2015-06-19,3000,2015-05-20,175,5,"GB",277.17,4751.5,277.17,"0",225.3415,2439.02,30
"59605",1303086776,"Artful Gambit - Short Film","Shorts","Film & Video","USD",2013-03-22,10000,2013-02-20,10471,90,"US",10471,10000,10471,"1",8513.008,8130.08,30
"248094",331717314,"Silklass - Attachable luxury fabric on glass","Product Design","Design","USD",2015-07-09,10000,2015-06-09,97,3,"US",97,10000,97,"0",78.86179,8130.08,30
"192860",1981454023,"Eva Khurshid: The Forever Bedouin Collection","Fashion","Fashion","USD",2011-10-27,8000,2011-09-27,8531,70,"US",8531,8000,8531,"1",6935.772,6504.06,30
"342977",817285605,"Sköves första Pridefestival","Mixed Media","Art","SEK",2015-07-02,4000,2015-06-12,0,0,"SE",0,473.55,0,"0",0,3252.03,20
"152674",1775769014,"Lets bring Disappearing Lights to LIFE ON CAMERA!!!!!!","Film & Video","Film & Video","USD",2011-08-28,10000,2011-06-29,0,0,"US",0,10000,0,"0",0,8130.08,60
"93437",1474969314,"Flipping Dominion: NYC Home Season and European Tour!","Dance","Dance","USD",2013-07-09,4000,2013-05-10,4002,76,"US",4002,4000,4002,"1",3253.659,3252.03,60
"199650",2016658549,"Save ""Misinterpretations"" Today!","Comedy","Film & Video","USD",2014-05-15,1250,2014-05-01,175.01,8,"US",175.01,1250,175.01,"0",142.2846,1016.26,14
"307793",637834364,"Meu","Ready-to-wear","Fashion","GBP",2015-12-25,3000,2015-10-26,11,2,"GB",16.32,4450.05,16.32,"0",13.26829,2439.02,60
"130153",1660734938,"Hangman (New writing - London Performance Reading)","Theater","Theater","GBP",2013-10-26,1200,2013-09-28,1220,23,"GB",1946.74,1914.82,1946.74,"1",1582.715,975.61,28
"36277",1184139693,"[BRIC+]xtreme: ARMOR FOR YOUR IPHONE","Product Design","Design","USD",2014-05-03,25000,2014-04-03,26057,132,"US",26057,25000,26057,"1",21184.55,20325.2,30
"80333",1408505306,"World's First Automated Photo Album with Digital Assistant","Product Design","Design","USD",2015-10-22,2e+05,2015-09-22,3731,21,"US",3731,2e+05,3731,"0",3033.333,162601.6,30
"203779",2037849422,"'Witch's Hill', Art and Heritage, hand in hand.","Art","Art","EUR",2015-01-14,3500,2014-12-15,3571,44,"IE",4138.08,4055.81,4138.08,"1",3364.293,2845.53,30
"325408",727394446,"The 31st (Canceled)","Video Games","Games","USD",2015-05-04,65000,2015-04-06,5852,61,"US",5852,65000,5852,"0",4757.724,52845.53,28
"256275",373303252,"""Endure"" Senior Film Project","Shorts","Film & Video","USD",2016-09-16,2500,2016-08-17,2530,36,"US",2530,2500,2530,"1",2056.911,2032.52,30
"7919",1039902664,"""I Woke A Zombie"" short film","Shorts","Film & Video","USD",2012-05-22,1e+05,2012-04-22,15,1,"US",15,1e+05,15,"0",12.19512,81300.81,30
"2739",1014123161,"Beginning Our First Business Right (Canceled)","Technology","Technology","USD",2014-12-16,800,2014-11-24,0,0,"US",0,800,0,"0",0,650.41,22
"286679",528404973,"Pushers","Plays","Theater","GBP",2014-08-15,500,2014-08-01,950,19,"GB",1585.55,834.5,1585.55,"1",1289.065,406.5,14
"5953",1030490490,"Arrested Development Season 4 Celebratory Screen Print","Art","Art","GBP",2013-05-27,3000,2013-04-30,21,2,"GB",32,4570.73,32,"0",26.01626,2439.02,27
"197179",2003969943,"INTO GIRLS WEBSERIES","Webseries","Film & Video","USD",2013-07-06,1000,2013-06-14,1058,15,"US",1058,1000,1058,"1",860.1626,813.01,22
"246342",322774348,"N-1 For the Moon and Mars: The Soviet Superbooster","Nonfiction","Publishing","USD",2014-01-12,12000,2013-12-15,15253,214,"US",15253,12000,15253,"1",12400.81,9756.1,28
"53694",1273286273,"The RatRace Board Game","Tabletop Games","Games","GBP",2013-05-25,500,2013-04-19,172,11,"GB",262.06,761.79,262.06,"0",213.0569,406.5,36
"205083",2044795061,"Here, There be a Writer presents ""Stories to be Told""","Literary Journals","Publishing","USD",2018-01-30,1100,2017-12-31,33,2,"US",33,1100,33,"0",26.82927,894.31,30
"309357",645783914,"Brain Vault - learning game","Mobile Games","Games","GBP",2017-02-18,40000,2017-01-18,23,2,"GB",28.88,50218.45,28.88,"0",23.47967,32520.33,31
"130260",1661369935,"Incredible Expeditions: Quest for Atlantis","Tabletop Games","Games","USD",2013-09-16,26000,2013-08-01,61152.01,749,"US",61152.01,26000,61152.01,"1",49717.08,21138.21,46
"80894",1411362563,"Tall Tall Trees: The Sequel","Rock","Music","USD",2010-11-11,12000,2010-09-20,15046,153,"US",15046,12000,15046,"1",12232.52,9756.1,52
"247709",329916021,"NOVA | New Charms Collection","Jewelry","Fashion","EUR",2017-11-13,1200,2017-10-09,1451,31,"BE",1711.45,1415.39,1711.45,"1",1391.423,975.61,35
"319372",696605959,"Building Boys to Build Business","Academic","Publishing","USD",2018-01-20,1000,2017-12-21,0,0,"US",0,1000,0,"0",0,813.01,30
"282392",506782760,"cool air belt","Wearables","Technology","USD",2014-09-05,1e+05,2014-08-06,305,4,"US",305,1e+05,305,"0",247.9675,81300.81,30
"8865",1044736775,"Bringing Back Spring/Summer Steeze","Fashion","Fashion","USD",2013-01-28,2500,2012-12-29,0,0,"US",0,2500,0,"0",0,2032.52,30
"47525",1242248381,"Jagged Alliance - The Board Game","Tabletop Games","Games","EUR",2017-11-17,50000,2017-10-20,65802,889,"DE",77613.17,58974.78,77613.17,"1",63100.14,40650.41,28
"350771",856967588,"Le Flusher : Standard toilet redefined (Canceled)","Technology","Technology","USD",2015-08-30,20000,2015-07-16,395,7,"US",395,20000,395,"0",321.1382,16260.16,45
"212312",2082133218,"Short Film: Desolation","Film & Video","Film & Video","USD",2017-06-18,5000,2017-05-09,19,2,"US",19,5000,19,"0",15.44715,4065.04,40
"146136",1742463175,"RAP365: The 2018 Rap Calendar","Calendars","Publishing","CAD",2017-11-30,2000,2017-11-20,4181,77,"CA",3247.63,1553.52,3247.63,"1",2640.35,1626.02,10
"113144",1574844142,"BIA JEWELLERY- British Designed & Hand Crafted Jewellery","Jewelry","Fashion","GBP",2015-07-10,4800,2015-05-11,95,2,"GB",147.42,7448.44,147.42,"0",119.8537,3902.44,60
"56191",1285896144,"The Nightly Lives of Forgotten Objects","Film & Video","Film & Video","USD",2011-10-07,5000,2011-09-12,275,8,"US",275,5000,275,"0",223.5772,4065.04,25
"340240",802940111,"Tyler W. Taylor Timepieces","Accessories","Fashion","USD",2017-03-12,12000,2017-02-10,1613,10,"US",1613,12000,1613,"0",1311.382,9756.1,30
"241685",299156511,"Family Restaurant Builds Ecosystem Growing Food OnSite!","Food","Food","USD",2013-12-08,75000,2013-11-05,8347,40,"US",8347,75000,8347,"0",6786.179,60975.61,33
"321090",705046365,"Wildest Suriname","Journalism","Journalism","USD",2010-07-30,11000,2010-05-03,0,0,"US",0,11000,0,"0",0,8943.09,88
"268894",43828406,"Rumble Productions: A Cappella From Stage to Screen","Music Videos","Film & Video","USD",2018-01-01,3000,2017-11-25,1190,7,"US",1190,3000,1190,"0",967.4797,2439.02,37
"306613",63149294,"Runway Together","Apparel","Fashion","MXN",2017-03-09,25000,2017-01-25,0,0,"MX",0,1264.54,0,"0",0,20325.2,43
"49104",1250302704,"Slate Rock Brewing, LLC - A Southwest Arkansas Brewery","Drinks","Food","USD",2015-11-16,16000,2015-09-17,1256,13,"US",1256,16000,1256,"0",1021.138,13008.13,60
"64505",1327925972,"Bloo Oktober","Video Games","Games","GBP",2017-12-05,2500,2017-11-04,17,3,"GB",22.81,3353.9,22.81,"0",18.54472,2032.52,31
"302535",610583973,"What's Hot London? Media","Journalism","Journalism","GBP",2016-04-28,55000,2016-03-14,6.5,4,"GB",9.5,80379.98,9.5,"0",7.723577,44715.45,45
"253391",358690290,"TOKYOtheCOMPANY Presents: Where It Began","Performances","Dance","USD",2014-09-04,20000,2014-08-14,20552,114,"US",20552,20000,20552,"1",16708.94,16260.16,21
"3155",1016265146,"Recording the music of classical guitarist Augustin Barrios","Classical Music","Music","GBP",2014-03-09,2000,2014-02-07,2216,53,"GB",3677.4,3318.95,3677.4,"1",2989.756,1626.02,30
"105305",153523601,"Superstruct","Young Adult","Publishing","USD",2015-11-01,10000,2015-10-10,287,9,"US",287,10000,287,"0",233.3333,8130.08,22
"189806",1966083787,"La charcuterie","Restaurants","Food","USD",2015-03-23,10000,2015-02-21,326,7,"US",326,10000,326,"0",265.0407,8130.08,30
"299351",594479993,"SAVI SLEEK - Stylish Bracelet that HOLDS your HAIR TIE","Fashion","Fashion","USD",2017-06-01,10000,2017-04-25,24120,652,"US",24120,10000,24120,"1",19609.76,8130.08,37
"42368",1215692208,"Past Present Future","Narrative Film","Film & Video","USD",2011-05-07,20000,2011-03-16,20050.84,119,"US",20050.84,20000,20050.84,"1",16301.5,16260.16,52
"334461",773749649,"To Alaska! the album","Indie Rock","Music","USD",2014-05-16,200,2014-04-16,206,7,"US",206,200,206,"1",167.4797,162.6,30
"321080",70499747,"Look N Like","Fashion","Fashion","USD",2015-10-24,150000,2015-09-24,0,0,"US",0,150000,0,"0",0,121951.2,30
"129100",165545684,"POP-UP SERIES Inaugural Season 2013","Dance","Dance","USD",2013-01-31,4000,2012-12-12,4001,12,"US",4001,4000,4001,"1",3252.846,3252.03,50
"183305",1933180309,"Whiches On Wheels","Food Trucks","Food","USD",2016-10-21,60000,2016-09-21,300,6,"US",300,60000,300,"0",243.9024,48780.49,30
"87131",1442937186,"FIREHOUSE (Canceled)","Documentary","Film & Video","USD",2016-02-16,10000,2015-12-18,0,0,"US",0,10000,0,"0",0,8130.08,60
"287495",532682715,"The C Petzvar 3.2/105 petzval lens for cameras with PL mount","Film & Video","Film & Video","USD",2017-03-31,8000,2017-03-01,10075,19,"US",10075,8000,10075,"1",8191.057,6504.06,30
"310017",64895658,"Local. Magazine","Zines","Publishing","USD",2014-11-07,10000,2014-10-03,432,7,"US",432,10000,432,"0",351.2195,8130.08,35
"15402",1077891411,"Bomb'r Shaft","Technology","Technology","CAD",2014-10-28,20000,2014-09-28,0,0,"CA",0,17739.93,0,"0",0,16260.16,30
"351008",858146484,"Anima - Gate of Memories","Video Games","Games","USD",2013-01-14,90000,2012-11-30,110664.02,1574,"US",110664.02,90000,110664.02,"1",89970.75,73170.73,45
"44537",122630505,"Strawberry Serenade- Hentai Princess Tank Tops","Apparel","Fashion","USD",2016-04-13,500,2016-03-30,39,4,"US",39,500,39,"0",31.70732,406.5,14
"25705",113068442,"New Quality Camera Needed For Small Community Museum","Photo","Journalism","USD",2015-04-11,575,2015-02-10,25,1,"US",25,575,25,"0",20.3252,467.48,60
"193590",1985162068,"The Tower of Light","Fiction","Publishing","USD",2011-09-30,4000,2011-08-31,4375,39,"US",4375,4000,4375,"1",3556.911,3252.03,30
"321299",706177713,"JUUGO - PERFECT SMARTPHONE CASE for active city lifestyle","Accessories","Fashion","GBP",2016-07-14,28000,2016-06-04,510,12,"GB",681.51,37416.15,681.51,"0",554.0732,22764.23,40
"47062",1239530287,"Documentary on White-Ra","Documentary","Film & Video","USD",2011-10-02,12850,2011-09-16,1525,33,"US",1525,12850,1525,"0",1239.837,10447.15,16
"315542",677243842,"Mobile Rickshaw Library-- Books For All!","Children's Books","Publishing","USD",2015-07-12,875,2015-06-12,986,15,"US",986,875,986,"1",801.626,711.38,30
"160828",181802058,"RESURRECTION - Inspiring Art of Today's Rising Youth","Art","Art","USD",2014-01-31,35000,2014-01-05,5,1,"US",5,35000,5,"0",4.065041,28455.28,26
"2818",1014577403,"Rock Paper Books - 30 artists reimagining the classics","Publishing","Publishing","USD",2016-03-18,20000,2016-02-23,25855,395,"US",25855,20000,25855,"1",21020.33,16260.16,24
"67749",1344712223,"FIVE TRIPS - a film by Nick Ray McCann","Shorts","Film & Video","USD",2012-06-13,3500,2012-05-14,3740.69,67,"US",3740.69,3500,3740.69,"1",3041.211,2845.53,30
"147140",174774484,"Pisces Rising (Canceled)","Fiction","Publishing","USD",2015-09-09,350,2015-08-10,25,1,"US",25,350,25,"0",20.3252,284.55,30
"76891",1391175153,"Combative Comics","Comic Books","Comics","USD",2017-10-08,7450,2017-09-08,179,4,"US",179,7450,179,"0",145.5285,6056.91,30
"260514",395145843,"Ross Kratter Jazz Orchestra Studio Album and Tour (Canceled)","Jazz","Music","USD",2012-01-01,5000,2011-11-02,50,1,"US",50,5000,50,"0",40.65041,4065.04,60
"207274",2056294449,"REAL (A Schizophrenia Story)","Narrative Film","Film & Video","USD",2017-03-28,4000,2017-02-25,4010,59,"US",4010,4000,4010,"1",3260.163,3252.03,31
"57994",1295140859,"Crazy Phone Guy","Mobile Games","Games","GBP",2017-05-05,5e+05,2017-05-04,10,1,"GB",12.94,646972.81,12.94,"0",10.52033,406504.1,1
"132661",1673296629,"Double Vision CD Project","Music","Music","USD",2013-02-28,1000,2013-01-29,1275,15,"US",1275,1000,1275,"1",1036.585,813.01,30
"161180",1819846642,"SLIDY - The swiping wallet that fits your needs","Product Design","Design","EUR",2016-06-28,1000,2016-05-25,5573,172,"FR",6205.53,1113.5,6205.53,"1",5045.146,813.01,34
"2709",1013929917,"Tomorrow Jones","Comics","Comics","USD",2012-03-31,3600,2012-02-29,759,49,"US",759,3600,759,"0",617.0732,2926.83,31
"83220",142322625,"Inspiritional Women Calendar including Hillary Clinton","Illustration","Art","CAD",2016-10-12,2000,2016-08-13,0,0,"CA",0,1519.06,0,"0",0,1626.02,60
"359309",900492616,"ELECTROMAGNETIC","Music","Music","GBP",2014-12-18,5775,2014-11-18,470,0,"GB",735.46,9036.71,735.46,"0",597.935,4695.12,30
"75766",1385827334,"Marsh Metal Works' Rustic Chic Industrial Designs","Product Design","Design","USD",2017-08-16,30000,2017-07-17,20,2,"US",20,30000,20,"0",16.26016,24390.24,30
"360390",906078315,"My Eyes Hurt","Nonfiction","Publishing","USD",2014-06-08,1500,2014-05-09,0,0,"US",0,1500,0,"0",0,1219.51,30
"323274",71663423,"Tonya Dyson is ""Finding Her Way"" to a New Album ","Music","Music","USD",2011-01-16,6000,2010-12-02,582,17,"US",582,6000,582,"0",473.1707,4878.05,45
"127639",1647863185,"Pressto!  Instant access to info near me, just like magic","Apps","Technology","USD",2014-11-20,3000,2014-10-21,0,0,"US",0,3000,0,"0",0,2439.02,30
"3262",1016845672,"Classical meets Jazz in an album to inspire young musicians.","Classical Music","Music","CAD",2013-12-09,25000,2013-10-10,32444,163,"CA",30449.55,23463.16,30449.55,"1",24755.73,20325.2,60
"206553",2052348015,"Women's Watches Reimagined","Jewelry","Fashion","USD",2015-10-20,15000,2015-09-10,27076,67,"US",27076,15000,27076,"1",22013.01,12195.12,40
"295488",574012693,"QuestCore RPG system","Tabletop Games","Games","SEK",2015-11-08,2000,2015-10-09,22174,137,"SE",2555.79,230.52,2555.79,"1",2077.878,1626.02,30
"350575",855957184,"Help Me Publish A Book On Live Looping","Nonfiction","Publishing","USD",2012-05-28,10000,2012-04-28,1077,20,"US",1077,10000,1077,"0",875.6098,8130.08,30
"91397",1464475892,"Brain Chatter: Ian Charleton Big Band Debut Recording.","Jazz","Music","USD",2013-04-22,3500,2013-03-23,3645.01,46,"US",3645.01,3500,3645.01,"1",2963.423,2845.53,30
"335284",778016558,"Video Family Tree","Web","Technology","USD",2015-04-04,150000,2015-03-05,25,1,"US",25,150000,25,"0",20.3252,121951.2,30
"352245",864502774,"Storium — The Online Storytelling Game","Games","Games","USD",2014-05-09,25000,2014-04-08,251362.36,6676,"US",251362.36,25000,251362.36,"1",204359.6,20325.2,31
"163814",1833583802,"ULTRA: A Malaysian journey in sustainable fashion.","Fashion","Fashion","USD",2011-01-06,8000,2010-12-08,9499,34,"US",9499,8000,9499,"1",7722.764,6504.06,29
"212227",2081769886,"Frame prints for exhibition","Photography","Photography","AUD",2014-07-20,2000,2014-06-20,60,1,"AU",56.43,1881.11,56.43,"0",45.87805,1626.02,30
"230842",243465295,"Year of the Dragon","Documentary","Film & Video","USD",2012-01-01,2000,2011-11-30,2176,38,"US",2176,2000,2176,"1",1769.106,1626.02,32
"78245",1398031089,"IN A HAIL OF BULLETS","Narrative Film","Film & Video","USD",2015-10-24,150000,2015-08-25,490,6,"US",490,150000,490,"0",398.374,121951.2,60
"140564",1713787473,"Valyrian Adventures, a tabletop game suited for all ages!","Tabletop Games","Games","USD",2016-04-18,60000,2016-03-04,765,14,"US",765,60000,765,"0",621.9512,48780.49,45
"73685",1375337847,"Angry God","Comic Books","Comics","USD",2017-06-23,300,2017-06-08,612,24,"US",612,300,612,"1",497.561,243.9,15
"74611",1380194349,"Arizona Misfits....creating the movement","Fashion","Fashion","USD",2012-01-20,5000,2011-11-26,52,2,"US",52,5000,52,"0",42.27642,4065.04,55
"247994",331311869,"West Zen Rock Art","Public Art","Art","USD",2012-10-07,13200,2012-08-28,265,2,"US",265,13200,265,"0",215.4472,10731.71,40
"229856",238568201,"Fear of Success; Overcome It","Journalism","Journalism","USD",2013-04-21,8000,2013-03-22,0,0,"US",0,8000,0,"0",0,6504.06,30
"160943",181855778,"DEADLIFT","Apparel","Fashion","USD",2016-01-01,10000,2015-11-02,510,7,"US",510,10000,510,"0",414.6341,8130.08,60
"336075",78198316,"The Essence of Wine Book Project","Art Books","Publishing","USD",2014-01-01,18000,2013-12-02,24240,183,"US",24240,18000,24240,"1",19707.32,14634.15,30
"75359",1383872494,"""Helping Shakti Rise"" - India film/dance tour/school project","Documentary","Film & Video","USD",2011-11-09,30000,2011-09-10,1390,8,"US",1390,30000,1390,"0",1130.081,24390.24,60
"278773",488142142,"Creating My Demo/Album","Indie Rock","Music","USD",2012-05-05,3000,2012-04-05,255,3,"US",255,3000,255,"0",207.3171,2439.02,30
"70689",1359832572,"BodyMap Apparel","Ready-to-wear","Fashion","USD",2015-03-07,25000,2015-01-31,38,4,"US",38,25000,38,"0",30.89431,20325.2,35
"313270",665525002,"Make iPhone 6 or 6 Plus compatible with skinny jeans.","Technology","Technology","USD",2014-10-29,1000,2014-09-29,1,1,"US",1,1000,1,"0",0.8130081,813.01,30
"333086",766781171,"My Score Lab","Technology","Technology","USD",2014-09-06,50000,2014-07-08,5,1,"US",5,50000,5,"0",4.065041,40650.41,60
"302232",609122380,"Two Tickets - Modern Classic Handbag Designs","Fashion","Fashion","USD",2013-10-02,14500,2013-08-26,1847,15,"US",1847,14500,1847,"0",1501.626,11788.62,37
"127180",1645665614,"Cgills- From the studio to the stage","Hip-Hop","Music","USD",2015-03-11,5000,2015-02-10,10,1,"US",10,5000,10,"0",8.130081,4065.04,29
